Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID,Publication Type,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Source Title,Book Series Title,Book Series Subtitle,Language,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record,Venue,Citations
"A Rahimpour, N Fallahinia",,,Deer in the headlights: FIR-based Future Trajectory Prediction in Nighttime Autonomous Driving,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 IEEE Intelligent …,0.0
"P Gao, Y Shen, MC Lin",,,Collaborative Decision-Making Using Spatiotemporal Graphs in Connected Autonomy,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arXiv preprint arXiv:2310.20491,0.0
"I Vourgidis, L Maglaras, AS Alfakeeh, AH Al-Bayatti",,,"Use of smartphones for ensuring vulnerable road user safety through path prediction and early warning: An in-depth review of capabilities, limitations and their …",2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sensors,29.0
"R Hasan, MA Hoque, Y Karim, R Griffin",,,Someone to watch over you: using Bluetooth beacons for alerting distracted pedestrians,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE internet of …,4.0
"P Nimac, A Krpič, B Batagelj, A Gams",,,Pedestrian traffic light control with crosswalk FMCW radar and group tracking algorithm,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sensors,5.0
"MR Zofka, L Töttel, M Zipfl, M Heinrich",,,Pushing ROS towards the dark side: a ROS-based Co-simulation architecture for mixed-reality test systems for autonomous vehicles,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,… and Integration for …,16.0
"Y Ding, W Zhang, X Wu, J Xu, J Gong",,,A Collision Avoidance Strategy Based on Entropy-Increasing Risk Perception in a Vehicle–Pedestrian-Integrated Reaction Space,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Electric Vehicle Journal,0.0
"H Abedi, S Luo, V Mazumdar, MMYR Riad",,,AI-powered in-vehicle passenger monitoring using low-cost mm-wave radar,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE …,31.0
"S Abirami, M Pethuraj, M Uthayakumar",,,A systematic survey on big data and artificial intelligence algorithms for intelligent transportation system,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case Studies on Transport …,0.0
"Z Wu, X Chen, H Wei, F Song, T Xu",,,ADD: An automatic desensitization fisheye dataset for autonomous driving,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering Applications of Artificial …,3.0
M Batmaz,,,Development of Complex Scenarios and Control Algorithms for Autonomous Driving Functions (ADFs) in a Driving Simulator,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
"JE Domeyer, JD Lee, H Toyoda",,,Vehicle automation–other road user communication and coordination: Theory and mechanisms,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Access,57.0
"M Chaabane, A Trabelsi",,,Looking ahead: Anticipating pedestrians crossing with future frames prediction,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the …,59.0
A Muraleedharan,,,Realization of Safe Autonomous Driving using Randomized Model Predictive Control,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
"S Nahavandi, R Alizadehsani, D Nahavandi",,,A comprehensive review on autonomous navigation,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arXiv preprint arXiv …,15.0
"A Guerrero-Ibañez, I Amezcua-Valdovinos",,,Integration of wearables and wireless technologies to improve the interaction between disabled vulnerable road users and self-driving cars,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electronics,3.0
"J Lee, W Park, S Lee",,,Discovering the Design Challenges of Autonomous Vehicles through Exploring Scenarios via an Immersive Design Workshop,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 2021 ACM Designing …,4.0
"V Paidi, J Håkansson, H Fleyeh, RG Nyberg",,,CO2 Emissions Induced by Vehicles Cruising for Empty Parking Spaces in an Open Parking Lot,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sustainability,19.0
"S Mishra, S Jabin",,,Recent trends in pedestrian detection for robotic vision using deep learning techniques,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artificial intelligence for future generation robotics,12.0
"RST Lee, RST Lee",,,Intelligent Transportation,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artificial Intelligence in Daily Life,1.0
"SB Pereira, RD Botelho",,,"Human factors, artificial intelligence and autonomous cars: Perspectives for a complex implementation",2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"MAR Abdeen, A Beg, SM Mostafa, AA AbdulGhaffar",,,Performance evaluation of VANET routing protocols in Madinah city,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electronics,24.0
"F Camara, C Fox",,,"Unfreezing autonomous vehicles with game theory, proxemics, and trust",2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontiers in Computer Science,1.0
"R Senanayake, M Toyungyernsub",,,Directional primitives for uncertainty-aware motion estimation in urban environments,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 IEEE 23rd …,5.0
S Wang,,,Vehicle Maneuver Prediction using Deep Learning Networks,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
"L UJWAL, KS Nandini",,,Raspberry Pi and Arduino Based Autonomous Car,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IJRDO-Journal of Electrical And Electronics …,0.0
"V Taran, Y Gordienko, A Rokovyi, O Alienin",,,Impact of ground truth annotation quality on performance of semantic image segmentation of traffic conditions,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advances in Computer …,21.0
R Chandra,,,"Towards autonomous driving in dense, heterogeneous, and unstructured traffic",2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
"VP Chellapandi, L Yuan, CG Brinton",,,Federated learning for connected and automated vehicles: A survey of existing approaches and challenges,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Transactions …,21.0
"S Wang, P Zhao, B Yu, W Huang",,,Vehicle Trajectory Prediction by Knowledge‐Driven LSTM Network in Urban Environments,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal of Advanced …,23.0
"EE Flynn-Evans, LR Wong, Y Kuriyagawa, N Gowda",,,Supervision of a self-driving vehicle unmasks latent sleepiness relative to manually controlled driving,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scientific reports,10.0
"YM Lee, R Madigan, C Uzondu, J Garcia",,,Learning to interpret novel eHMI: The effect of vehicle kinematics and eHMI familiarity on pedestrian'crossing behavior,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal of safety …,78.0
"Y Zheng, K Wu, R Shi, X Zhu, J Zhang",,,A Literature Review of Current Practices to Evaluate the Usability of External Human Machine Interface,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Conference on …,0.0
"C Bari, A Dhamaniya",,,REDUCTION IN ENTRY CAPACITY OF ROUNDABOUT UNDER THE INFLUENCE OF PEDESTRIANS IN MIXED TRAFFIC CONDITIONS.,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Komunikácie,0.0
"W Hu, H Mu, Y Chen, Y Liu, X Li",,,Modeling Interactions of Autonomous/Manual Vehicles and Pedestrians with a Multi-Agent Deep Deterministic Policy Gradient,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sustainability,0.0
"A Ankunda, Y Ali, M Mohanty",,,Pedestrian crash risk analysis using extreme value models: new insights and evidence,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accident Analysis & Prevention,1.0
TS Ng,,,Robotic Vehicles: Systems and Technology,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
"H Hu, Q Wang, M Cheng, Z Gao",,,Trajectory prediction neural network and model interpretation based on temporal pattern attention,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Transactions on …,7.0
"Z Li, H Liang, H Wang, X Zheng, J Wang",,,A multi-modal vehicle trajectory prediction framework via conditional diffusion model: A coarse-to-fine approach,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knowledge-Based …,5.0
"S Kacianka, A Pretschner",,,Designing accountable systems,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 2021 ACM conference on …,29.0
R Pires Orozco,,,QoI-oriented incentive mechanisms for vehicle-based visual crowdsourcing,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
"Q Yuan, Y Gao, J Zhu, H Xiong, Q Xu",,,Summarizing vehicle driving decision-making methods on vulnerable road user collision avoidance,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Digital Transportation …,0.0
"AP Morris, N Haworth, A Filtness, DPA Nguatem",,,Autonomous vehicles and vulnerable road-users—important considerations and requirements based on crash data from two countries,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Behavioral …,15.0
"S Chen, X Hu, J Zhao, R Wang, M Qiao",,,A Review of Decision-Making and Planning for Autonomous Vehicles in Intersection Environments,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Electric Vehicle Journal,2.0
"SC Lee, YG Ji",,,Calibration of trust in autonomous vehicle,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Human-Automation Interaction: Transportation,2.0
"Y Wang, K Yin",,,Study of overtaking method of intelligent vehicle under vehicle road coordination,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal of Physics: Conference Series,4.0
"R Yauri, F Silva, A Huaccho, O Llerena",,,Intelligent Traffic Light System using Deep Reinforcement Learning,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WSEAS Transactions on …,0.0
"F Ahmad, C Shin, W Pang, J Cashman",,,Cooperative Infrastructure Perception,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the …,1.0
"A Garus, P Christidis, A Mourtzouchou, L Duboz",,,"Unravelling the last-mile conundrum: A comparative study of autonomous delivery robots, delivery bicycles, and light commercial vehicles in 14 varied European …",2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sustainable Cities and …,0.0
LMN Contreras,,,Self-Driving Cars-The Future Is Already in Texas but the Laws Are Not: An Analysis of Potential Changes to Statutory and Common Laws with Integration of …,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hous. Bus. & Tax LJ,0.0
"E Dilek, M Dener",,,Computer vision applications in intelligent transportation systems: a survey,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sensors,28.0
"D Yan, K Guan, D He, J Kim, H Chung",,,Blockage effects of road bridge on mmwave channels for intelligent autonomous vehicles,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Transactions …,8.0
"S Iftikhar, M Asim, Z Zhang, AAA El-Latif",,,Advance generalization technique through 3D CNN to overcome the false positives pedestrian in autonomous vehicles,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telecommunication Systems,15.0
"RM Silva, GF Azevedo, MVV Berto, JR Rocha",,,Vulnerable Road User Detection and Safety Enhancement: A Comprehensive Survey,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arXiv preprint arXiv …,0.0
"X Wu, C Merenda, T Misu, K Tanous",,,Drivers' Attitudes and Perceptions towards A Driving Automation System with Augmented Reality Human-Machine Interfaces,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 IEEE Intelligent …,17.0
"E Hauser, YC Chan, P Chonkar, G Hemkumar",,,""" What's That Robot Doing Here?"": Perceptions Of Incidental Encounters With Autonomous Quadruped Robots",2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,… Autonomous Systems,8.0
"A Rydzewski, P Czarnul",,,Human awareness versus Autonomous Vehicles view: comparison of reaction times during emergencies,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 IEEE Intelligent Vehicles …,4.0
"J Zhang, J Pu, J Xue, M Yang, X Xu",,,HiVeGPT: Human-machine-augmented intelligent vehicles with generative pre-trained transformer,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Transactions …,48.0
"SY Gelbal, MR Cantas, BA Guvenc, L Guvenc",,,Mobile Safety Application for Pedestrians,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arXiv preprint arXiv …,1.0
"L Creutz, S Kopp, J Schneider, M Dziubany",,,"Simulation Platforms for Autonomous Driving and Smart Mobility: Simulation Platforms, Concepts, Software, APIs",2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart …,1.0
"Y Wu, L Wang, X Lu, Y Wu",,,Reinforcement Learning-based Autonomous Parking with Expert Demonstrations,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 7th CAA …,0.0
"B Du, C Zhang, T Qu, Q Wang, QS Zhou, T Cui",,,"Impact of the COVID-19 pandemic on daily travel: Findings from New South Wales, Australia",2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travel Behaviour and …,1.0
"M Mudassar, A Kalatian, B Farooq",,,Analysis of pedestrian stress level using GSR sensor in virtual immersive reality,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arXiv preprint arXiv:2111.11492,12.0
"B Yang, F Fan, R Ni, H Wang",,,A multi-task learning network with a collision-aware graph transformer for traffic-agents trajectory prediction,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Transactions …,4.0
"Y Zhu, R Jiang, Q Ni",,,A technical review on driverless vehicle technologies in smart cities,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Data Privacy and Security in Smart Cities,1.0
"Z Lv, J Guo, AK Singh, H Lv",,,Digital twins based VR simulation for accident prevention of intelligent vehicle,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Transactions on Vehicular …,17.0
"E Fratini, R Welsh, P Thomas",,,"Instruction or intention? Investigating eHMIs' intuitiveness as allocentric or egocentric messages for different light animations, road priorities and vehicle behaviours",2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
"SA Samerei, K Aghabayk, N Shiwakoti",,,Using latent class clustering and binary logistic regression to model Australian cyclist injury severity in motor vehicle–bicycle crashes,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal of safety …,38.0
"X Zhang, Y Cai, Z Yang",,,A study on testing autonomous driving systems,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 IEEE 20th International …,6.0
"Y Cho, J Kim, JT Kim",,,Design of IoT-Based Device-to-Vehicle Communication Message Data Sets for Wireless Information Provision in Autonomous Highway Environment,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal of Korean Society of Transportation,2.0
"J de Winter, D Dodou",,,External human–machine interfaces: Gimmick or necessity?,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation research interdisciplinary …,39.0
"PT Singamaneni, P Bachiller-Burgos",,,A survey on socially aware robot navigation: Taxonomy and future challenges,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,… Journal of Robotics …,7.0
"O Sharma, NC Sahoo, NB Puhan",,,Kernelized convolutional transformer network based driver behavior estimation for conflict resolution at unsignalized roundabout,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISA transactions,13.0
"SNA Halimi, ST Rasmana, D Adiputra, WJ Yahya",,,A review of safety test methods for new car assessment program in Southeast Asian countries,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open …,0.0
"N Raghu, VN Trupti, C Badachi",,,Autonomous Vehicles Using OpenCV and Python With Wireless Charging,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,… in Electric Vehicle …,0.0
"J Zhou, J Liu",,,Autonomous Driving Vision Accuracy Modeling with Neural Networks,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 International Conference on Inventive …,0.0
"S Tsigdinos, PG Tzouras, E Bakogiannis",,,The future urban road: A systematic literature review-enhanced Q-method study with experts,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,… Research Part D …,47.0
"A Waqas, E Shishore",,,Demands of Autonomous Vehicles on Urban Infrastructure: A Study of required transformations and global adaptability to AVs,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
"C Zoghlami, R Kacimi, R Dhaou",,,5g-enabled v2x communications for vulnerable road users safety applications: a review,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wireless Networks,26.0
"J Sun, J Kim",,,Joint prediction of next location and travel time from urban vehicle trajectories using long short-term memory neural networks,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation Research Part C: Emerging …,65.0
"FZ Guerrouj, S Rodríguez Flórez, M Abouzahir",,,Efficient gemm implementation for vision-based object detection in autonomous driving applications,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal of Low Power …,1.0
"H Tabani, M Fusi, L Kosmidis, J Abella",,,"IntPred: Flexible, fast, and accurate object detection for autonomous driving systems",2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 35th …,5.0
"S Nordhoff, J Stapel, B van Arem, R Happee",,,Passenger opinions of the perceived safety and interaction with automated shuttles: A test ride study with 'hidden'safety steward,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation research part …,62.0
"Z Meng, R He, J Wu, S Zhang",,,GIVA: Interaction-aware trajectory prediction based on GRU-Improved VGG-Attention Mechanism model for autonomous vehicles,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the …,0.0
"O Vermesan, R Bahr, M Falcitelli, D Brevi",,,IoT technologies for connected and automated driving applications,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet of Things …,15.0
"R Greer, B Antoniussen, MV Andersen",,,"The Why, When, and How to Use Active Learning in Large-Data-Driven 3D Object Detection for Safe Autonomous Driving: An Empirical Exploration",2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arXiv preprint arXiv …,5.0
